X,Y,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,last_edited_date,CauseLong,Type
-81.3430339195115,26.3256841157692,1248,UCFP292,Female,2,SR 29 two miles north of CR858 near entrance to citrus grove,Vehicular trauma,2016,2016/12/06 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.403343322224,26.596202762511,1249,UCFP291,Male,9,CR832 two miles east of SR29 near entrance to Spirit of the Wild WMA,Vehicular trauma,2016,2016/11/20 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3421568377058,26.2692345037759,1250,UCFP290,Female, ,"SR29 2.3 miles south of CR858, right at entrance to Sunniland mine.",Vehicular trauma,2016,2016/11/16 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5543916083792,26.2306852536244,1251,UCFP289,Female,3,Golden Gate Blvd 1 km west of Everglades Blvd,Vehicular trauma,2016,2016/10/31 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7309104539109,26.5659791638526,1252,UCFP288,Male,6,Daniels Parkway 2.4km southwest of SR82,Vehicular trauma,2016,2016/10/28 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.336647896768,27.0702388456254,1253,UCFP287,Male,3.5,"US27, just north of intersection of CR731 (Venus).",Vehicular trauma,2016,2016/10/18 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5650741015485,26.7093068809894,1254,UCFP286,Male,2,"SR80, south side near the Hendry/Lee boundary line",Vehicular trauma,2016,2016/10/10 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.4344256499937,26.4624455423591,1255,K421,Male,2.4,"SR29, north of Immokalee",Vehicular trauma,2016,2016/10/02 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5478232186499,26.1663583701947,1256,FP195,Female,8.5,Golden Gate Estates,ISA,2016,2016/08/29 04:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.3458905171992,26.1941185713864,1257,FP171,Male,9.5,"SR29, 4.3km north of I75. Found in the northbound lanes, pulled off to shoulder by CCSO",Vehicular trauma,2016,2016/08/14 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5384934122288,26.5119313485337,1258,UCFP285,Female, ,SR82 half mile west of Church rd,Vehicular trauma,2016,2016/08/05 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.2435366273386,26.4169393912869,1259,FP242,Male,10,Immokalee Ranch,Unknown,2016,2016/08/05 04:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.424729599533,26.2165714241609,1260,FP215,Female,11,Barron Collier. Catherine Island. East of ag fields.,Unknown,2016,2016/06/22 04:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.416240391639,26.2951608802686,1261,UCFP284,Female,6,CR858/Campe Keais Rd intersection,Vehicular trauma,2016,2016/06/16 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Injury
-81.3287269271901,27.1414101917576,1262,UCFP283,Male,2.5,US27 4.5 miles south of SR70,Vehicular trauma,2016,2016/05/26 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7429469112325,26.5594523757441,1263,K403,Female,2.5,Daniel's Pkwy and Commerce lakes dr,Vehicular trauma,2016,2016/05/26 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.1093883897426,25.938237137903,1264,FP162,Female,11,"Big Cypress National Preserve; Turner River Unit 8.25 km north of Hwy. 41 at Monument Lake",ISA,2016,2016/05/06 04:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.3615095681634,25.9156687132289,1265,UCFP282,Male,2.5,SR29 1/4 mile north of US41,Vehicular trauma,2016,2016/05/03 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3038889928778,26.639870182869,1266,UCFP281,Male,4,"OK slough WMA, 3.5 miles north of Keri Rd on Twin Mills Grade.  Was located in the open 20yds west of grade.",Vehicular trauma,2016,2016/04/28 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7735019557783,26.4100986858037,1267,UCFP279,Female,3.5,I-75 south bound lanes right at the 122 MM.,Vehicular trauma,2016,2016/04/26 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.027852892811,26.4381640911237,1268,UCFP280,Male,1,"on CR833 (Josie Billie Hwy), 735 m north of the intersection with CR835",Vehicular trauma,2016,2016/04/26 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5737945753225,26.2776695607081,1269,UCFP278,Male,17,"Randall blvd, 110m east of 16 st NE",Vehicular trauma,2016,2016/04/15 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5601270604142,26.2304372803347,1270,UCFP277,Male,5.5,"GG Blvd - 650 ft east of 22nd St NE/SE intersection; 200 ft east of canal",Vehicular trauma,2016,2016/04/10 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.747606318101,26.321834025088,1271,UCFP276,Male,4.5,"I75. 0.65 miles south of Bonita Beach Rd exit, Exit 116.  North bound land, east side of roadway.",Vehicular trauma,2016,2016/04/09 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.657389568739,26.273256943669,1272,UCFP275,Male,3,Immokalee Road 2 miles east of CR951 (Collier Blvd),Vehicular trauma,2016,2016/04/06 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.8001034231305,26.643261941237,1273,UCFP274,Male,3,I-75 0.6 mi north of SR82 (exit 138),Vehicular trauma,2016,2016/04/06 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6009494408223,26.1534691912826,1274,UCFP273,Male,1,I-75 near MM96 Hit in southbound (westbound) lanes of the Alley along unfenced area surrounded by Belle Meade.,Vehicular trauma,2016,2016/04/01 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6835810458939,26.2291084951089,1275,UCFP272,Male,15,"Golden Gate Estates, western end of Golden Gate Blvd; just east of 3815 GG Blvd. On west bound lanes of GG Blvd, approximately 0.3 miles east of the intersection with CR951",Vehicular trauma,2016,2016/03/25 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-82.0220960232035,28.0101652010758,1276,UCFP271,Male,3,"Lakeland, approximately one mile from FWC regional office. Polk Parkway (570)",Vehicular trauma,2016,2016/03/09 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-80.9068489463861,26.2072444200621,1277,UCFP270,Unknown,3,over hump on west side of L28I road directly adjacent to southern most bridge on canal.,Unknown,2016,2016/03/05 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.6892966029402,26.0979044568994,1278,UCFP269,Male,2,"Lely Development in east Naples.  Pond on 16th hole just north of the cul-de-sac at Palmer Ct.  16th hole of one of Lely Golf Course; 193 m west of CR951",Unknown,2016,2016/02/18 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.49856709952,26.5018194698712,1279,UCFP268,Male,4,1.25 mi east of CR850 (Corkscrew Rd) SR82,Vehicular trauma,2016,2016/02/17 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5425736761319,26.5131438312845,1280,UCFP267,Male,5.5,Westbound lane of SR82 a few hundred feet east of Hendry Co. line. SR82,Vehicular trauma,2016,2016/02/15 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6331020106418,26.5376995647092,1281,UCFP266,Female,1.5,SR 82 between Jaguar Blvd. and Sparta Ave. Road right of way,Vehicular trauma,2016,2016/02/12 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7939544828585,26.5661202645412,1282,UCFP265,Male,2.5,"I75, 2 km north of Daniel's Parkway, Lee Co.",Vehicular trauma,2016,2016/02/02 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5450357274587,26.513829679447,1283,UCFP264,Female,4,"SR82, 1.4 km west of Church Rd, Hendry Co. Near Lazy Creek Park",Vehicular trauma,2016,2016/01/30 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-80.8177566209602,27.5952652950401,1284,UCFP263,Male,2.5,"Florida Turnpike, south of Ft. Drum Service Plaza. near Yeehaw Junction",Vehicular trauma,2016,2016/01/21 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7775240896994,26.5475938365177,1285,UCFP262,Female,8,"Daniel's Parkway, 1/2 mile east of Treeline Avenue, Lee Co.",Vehicular trauma,2016,2016/01/20 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6162205724802,26.5250157284668,1286,UCFP261,Female,3,"Sakata Farms off SR82, Lee Co.",Other,2016,2016/01/18 05:00:00+00,2021/03/03 20:57:38+00,Other, 
-81.5173294895122,26.1991936754201,1287,UCFP260,Male,6,"18th Ave SE, W of Desoto, Collier Co.",Unknown,2016,2016/01/03 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.175102537803,26.6060655603962,1288,UCFP259,Female,7,"CR832. 3 mi west of CR833, Hendry Co.",Vehicular trauma,2015,2015/12/31 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3473040719944,26.3631816433146,1289,UCFP258,Male,1.5,"SR29, Owl Hammock Curve, Collier Co.",Vehicular trauma,2015,2015/12/21 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.0703733523125,25.8606939015382,1290,UCFP227,Male,2,"US41, MM 57, 3.8 km west of the Oasis Visitor Center",Vehicular trauma,2015,2015/12/19 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-80.9811397802829,26.5284941400319,1291,UCFP257,Male, ,"CR835, 2.5 km S of Dooley Grade Rd, Hendry Co.",Vehicular trauma,2015,2015/12/16 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5292450704275,26.4954429019605,1292,UCFP256,Female,2.5,"Corkscrew Road, Collier Co.",Vehicular trauma,2015,2015/12/15 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3019006806926,26.5829013552205,1293,UCFP255,Female,1,"CR832, Hendry Co.",Vehicular trauma,2015,2015/12/08 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.1868645822632,26.0629771215814,1294,FP093,Female,16.8,"Big Cypress National Preserve, Turner River Unit, eastern Airplane Prairie. 11.5 km south of I-75; 8 km east of Turner River Road",Unknown,2015,2015/12/02 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.4190414420011,26.8051115640147,1295,K387,Male,2.8,"SR29 between Pollywog Rd and SR78, Glades Co.",Vehicular trauma,2015,2015/11/25 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5480203647188,26.366238387488,1296,UCFP254,Male,9,"CR846, just W Everglades Blvd., Collier Co.",Vehicular trauma,2015,2015/11/23 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.596145208462,25.9971533818781,1297,UCFP253,Female,4,"CSSP campground, Collier Co.", ,2015,2015/11/02 05:00:00+00,2021/03/03 20:57:38+00, , 
-81.5941590576233,25.9876534384309,1298,UCFP252,Male,4,"CSSP near boat ramp, Collier. Co.",Other,2015,2015/10/31 04:00:00+00,2021/03/03 20:57:38+00,Other,Mortality
-81.5003182744365,26.1532580800809,1299,FP222,Female,10.5,"I75, MM90, Collier Co. Northbound shoulder along the inner median",Vehicular trauma,2015,2015/10/23 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6034335853151,26.0019358874868,1300,UCFP251,Female,3,"US 41, west of CR 92, Collier Co.",Vehicular trauma,2015,2015/10/08 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6952612637132,26.1628775366446,1301,K432,Female,13,"I-75, mm 102",Vehicular trauma,2015,2015/09/30 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.2794042860167,25.8950000703636,1302,UCFP250,Male,3.5,"US41, just west of Trail Lakes Campground, Collier Co.",Vehicular trauma,2015,2015/09/28 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.2736725296509,26.3114313212439,1303,UCFP249,Male,4,CR858. 1/4 mi west of County Line Rd,Vehicular trauma,2015,2015/09/22 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6918359183646,26.1622981093756,1304,FP219,Female,4.3,"I-75, just west of exit 101, Collier Co.",Vehicular trauma,2015,2015/09/18 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.2922888212386,26.0229361751814,1305,FP240,Female,2.7,"Deep Lake Unit of Big Cypress NP, Collier Co.",ISA,2015,2015/08/12 04:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.5582547171389,26.2303994193409,1306,UCFP248,Female,4.5,"Golden Gate Blvd (2300 GGBlvd E), Collier Co.",Vehicular trauma,2015,2015/07/30 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5056738388193,26.7124020702163,1307,UCFP247,Male,2.5,"SR80, 5 mi west of LaBelle",Vehicular trauma,2015,2015/07/13 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.726524038769,26.570949320302,1308,UCFP245,Male,10.5,"Daniels Pkwy, 1 mi SW of SR82",Vehicular trauma,2015,2015/07/08 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5951921974552,26.3471521789123,1309,UCFP244,Male,1.5,"Immokalee Rd., 0.4 mi south of Wild Turkey Dr.",Vehicular trauma,2015,2015/07/05 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6394494633202,26.4893848677664,1310,UCFP246,Unknown,14,Lee County Port Authority Mitigation Land,Unknown,2015,2015/07/01 04:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.1853259729974,26.139812725663,1311,FP153,Female,14,Big Cypress National Preserve,Unknown,2015,2015/06/16 04:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.1681857158295,25.8705557819913,1312,UCFP243,Male,4,"US 41, BCNP",Vehicular trauma,2015,2015/06/11 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.1275499819812,26.603398344701,1313,UCFP242,Female,3,"CR833, 1/4 mi  south of CR832",Vehicular trauma,2015,2015/05/19 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7735803050408,26.4188381866699,1314,UCFP241,Male, ,"I-75, 0.5 miles S of Exit 123, Corkscrew Road",Vehicular trauma,2015,2015/04/30 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5924384793254,26.4830326498407,1315,FP159,Male,12.5,"Private land, 2 miles north of Corkscrew Rd., Lee Co.",Unknown,2015,2015/04/27 04:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.3429608002406,26.3212689384999,1316,UCFP240,Female,1,"SR29, 1.3 mi N. of CR858",Vehicular trauma,2015,2015/04/13 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6506921917147,26.1549685630645,1317,UCFP239,Male,3.5,"I75, 1.1 miles east of tollbooth, Collier Co.",Vehicular trauma,2015,2015/04/03 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6261636560509,26.3927072639946,1318,FP237,Male,1,"Audubon’s Corkscrew Sanctuary, Collier Co. Panther Island Mitigation bank. 2.9 km NW of the Corkscrew Sanctuary Visitor Center",ISA,2015,2015/03/30 04:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.4455864098135,26.3673069639358,1319,UCFP238,Male,5,"Immokalee Road, 3.4km west of Camp Keais Rd., Collier Co.",Vehicular trauma,2015,2015/03/22 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5688259979776,26.0609938475802,1320,FP148,Female,11.5,"Picayune Strand State Forest, Collier Co.",ISA,2015,2015/03/20 04:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.700918831813,26.0277084672519,1321,UCFP237,Male,2.5,"CR951, 300 m north of Port au Prince Rd, Collier Co.",Vehicular trauma,2015,2015/03/08 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7729912671325,26.4177217948489,1322,K402,Male,1.5,"I-75, 0.5 miles S of Exit 123, Corkscrew Road",Vehicular trauma,2015,2015/03/07 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3449535635781,26.1137578469269,1323,FP183,Male,9,"SR29, 2.75 mi south of I-75",Vehicular trauma,2015,2015/02/25 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.12450426557,26.4524150544029,1324,UCFP236,Male,1,"CR846, 1/2 mi south of CR833 intersection",Vehicular trauma,2015,2015/02/15 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.0222667955735,26.0709880949994,1325,FP191,Female,16,"Big Cypress National Preserve. Found in ~ 1 foot of water in alligator flag pond in center of cypress dome; possible thrashing because remains were twisted in emergent vegetation, however, this could have been caused by scavengers and was sparse enough",Unknown,2015,2015/02/13 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.6100441680151,26.2169249367801,1326,UCFP235,Male,10,"Golden Gate Estates, Collier Co.",Unknown,2015,2015/02/06 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.6043803988448,26.3680612410433,1327,UCFP234,Unknown,4.5,"Corkscrew Swamp Sanctuary, Collier Co. (skeletal)",Unknown,2015,2015/01/29 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.5698038213509,26.153433282416,1328,UCFP233,Male,5.5,"MM95, I75, Collier County",Vehicular trauma,2015,2015/01/25 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7929784390478,26.5658096996183,1329,UCFP232,Male,4,"MM132, I75, Lee County",Vehicular trauma,2015,2015/01/25 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.4171632794394,26.4017306881363,1330,UCFP231,Female,1.5,"Immokalee Rd, 250m S of Bethune RD, Collier Co",Vehicular trauma,2015,2015/01/20 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6540758642173,26.1553234334342,1331,UCFP230,Female,1.5,"I-75 1/2 mile east of west toll booth, Collier County",Vehicular trauma,2015,2015/01/16 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5744318195238,26.2219294082077,1332,UCFP229,Female,2.5,"16th ST SE, Golden Gate Estates, Collier County",Vehicular trauma,2014,2014/12/31 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.2328147196879,26.5156195801641,1333,FP213,Female,5.5,"Dinner Island Ranch WMA, Hendry County",ISA,2014,2014/12/31 05:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.5879670754728,26.2300190746156,1334,UCFP228,Male,2,Golden Gate Blvd/10th St NE,Vehicular trauma,2014,2014/12/28 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6999808684855,26.0414286476908,1335,UCFP226,Male,3,"Collier Blvd, 2.4km south of US41, Collier County",Vehicular trauma,2014,2014/12/18 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.0641851080518,26.6805942161134,1336,UCFP225,Male,4,"Flaghole Road, 8km south of US27, Hendry County",Vehicular trauma,2014,2014/12/18 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5942545763858,26.2300744750519,1337,UCFP224,Male,6,Golden Gate Blvd/6th St NE,Vehicular trauma,2014,2014/11/28 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7060774019422,26.1113310847146,1338,K434,Female,77,"Parker's Hammock Rd, just north of Rattlesnake Hammock Road",Other,2014,2014/11/21 05:00:00+00,2021/03/03 20:57:38+00,Other,Injury
-80.9789171506406,26.2224969546066,1339,FP229,Female,4.5,"Northern Addlands, BCNP, Collier County. Took Otter Creek Rd. trail out of Looneyville.  Was 4.2km due west of Looneyville",Unknown,2014,2014/11/14 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.2720010766225,26.4107211280321,1340,UCFP223,Female,3.5,"County Line Road, just south of CR846, Collier County",Vehicular trauma,2014,2014/11/13 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-80.8935669632449,27.6838702129791,1341,UCFP222,Male,3,"Florida's Turnpike, MM 192, Yeehaw Junction",Vehicular trauma,2014,2014/10/20 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
,,1342,FP066,Female,17,Homosassa Springs Wildlife Park (in captivity) - transferred from white oak,Other,2014,2014/09/03 04:00:00+00,2021/03/03 20:57:38+00,Other,Mortality
-81.6527429197442,26.2733232937683,1343,UCFP219,Male,4,Immokalee Rd/Krape Rd,Vehicular trauma,2014,2014/08/24 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.653085447362,26.2736829030748,1344,UCFP218,Female,4,Immokalee Rd/Wildwood Blvd (Bonita Bay Club East),Vehicular trauma,2014,2014/08/24 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.1288211439223,26.6799634402256,1345,UCFP217,Female,2,CR833,Vehicular trauma,2014,2014/08/06 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5902192408233,26.2537206403183,1346,FP231,Male,2.5,"Golden Gate  Blvd, just west of Everglades, Collier Co. Vacant lot on east side of 8th St NE about half way between 12th and 14th Ave's NE. (south of Randall Blvd.)",Unknown,2014,2014/08/04 04:00:00+00,2021/03/03 20:57:38+00,Unknown,Injury
-81.0632408484325,26.2407785550304,1347,FP177,Male,7,BCNP - North Addition Lands. Just east of Nobles landing strip in north Addlands,ISA,2014,2014/07/16 04:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
,,1348,TX105,Female,22,"White Oak Conservation Center, (in captivity)",Other,2014,2014/07/01 04:00:00+00,2021/03/03 20:57:38+00,Other,Mortality
-81.5629567634406,26.4616358084678,1349,UCFP216,Female,1,"Corkscrew Rd, near CREW gate 5",Vehicular trauma,2014,2014/06/25 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5871878210998,25.9901469830131,1350,K390,Female,1.33,"US41 approximately 350m SE of entrance to Collier-Seminole State Park (0.22 miles).   Did not note PIT tag initially, hence labeled with a UCFP until scanned at necropsy when it was revealed to be K390",Vehicular trauma,2014,2014/06/12 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3995011271425,26.2950278538712,1351,UCFP214,Male,14,"Oil Well Rd, east of Pacific Grade, Collier Co.",Vehicular trauma,2014,2014/05/16 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7924516957112,26.5768094730228,1352,UCFP213,Female,3,"I-75 near MM 134, Lee County",Vehicular trauma,2014,2014/05/01 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.2713014911371,26.3816752084551,1353,FP163,Male,7.2,"Co Line Rd, Collier/Hendry Co. Line",Vehicular trauma,2014,2014/04/25 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3961133942548,27.3652429390074,1354,UCFP212,Male,4.5,"US27, north of Lake Placid, Highlands Co.",Vehicular trauma,2014,2014/04/14 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6201759669656,26.0676266559051,1355,UCFP211,Male,9,"Belle Meade, PSSF, Collier County",Unknown,2014,2014/04/11 04:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.3044192764749,26.4221862120512,1356,UCFP210,Male,2.5,"CR 846, 6 miles E of Immokalee, Collier County",Vehicular trauma,2014,2014/04/08 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.1274116090881,26.6054209842831,1357,UCFP209,Male,4,"CR 833, just S of CR 832, Hendry County",Vehicular trauma,2014,2014/04/03 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.1936852261109,25.9851946442958,1358,UCFP208,Unknown,2,"Concho Billy Trail, SBCNP",Predation,2014,2014/03/29 04:00:00+00,2021/03/03 20:57:38+00,Predation,Mortality
-80.7709408238085,26.3268589847836,1359,FP228,Male,4,"Everglades/Francis Taylor WMA, Broward Co. Recovered from Miami Mud Canal about 300 yds south of S8 pump station.",Vehicular trauma,2014,2014/03/17 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.1218230432802,26.4591351419185,1360,UCFP207,Male,1.5,"CR 833, Hendry County",Vehicular trauma,2014,2014/03/08 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.5556762163035,26.709669017791,1361,UCFP206,Male,3,"SR80, Lee/Hendry Co line",Vehicular trauma,2014,2014/03/01 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
,,1362,TX108,Female,23,"Caldwell Zoo (in captivity) Tyler, TX; UTM 281,200 3,583,805",Other,2014,2014/02/05 05:00:00+00,2021/03/03 20:57:38+00,Other,Mortality
-81.100012188032,26.222888236921,1363,FP175,Female,6.5,"BCNP Addition Lands, Collier County. Bubbles crossover trail north of hits grade",Unknown,2014,2014/01/24 05:00:00+00,2021/03/03 20:57:38+00,Unknown,Mortality
-81.4446146338987,26.2071478478003,1364,UCFP205,Male,7,"FPNWR, Collier County",Other,2014,2014/01/23 05:00:00+00,2021/03/03 20:57:38+00,Other,Injury
-81.3437604436756,26.3579441622983,1365,UCFP204,Male,1.5,"SR 29, Owl Hammock Curve, Collier County",Vehicular trauma,2014,2014/01/22 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.0269354290383,26.5469395290794,1366,FP223,Male,32,"Private Land, Hendry County. Alico Ranch between CR833 and CR935. Found in alligator flag field near a pasture pond that was 400m north of Dooley Grade Road",Other,2014,2014/01/04 05:00:00+00,2021/03/03 20:57:38+00,Other,Mortality
-81.7428208829881,26.261102496204,1367,UCFP203,Male,2.5,"I-75 near MM 111, Collier County",Vehicular trauma,2014,2014/01/02 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.3495824133539,26.2506340681474,1368,UCFP202,Unknown,9,"FL Panther National Wildlife Refuge, Collier County",ISA,2013,2013/12/11 05:00:00+00,2021/03/03 20:57:38+00,ISA,Mortality
-81.0939199071999,25.9525693812304,1369,K368,Female,1.5,"Big Cypress National Preserve, Collier County",Illegal kill,2013,2013/12/07 05:00:00+00,2021/03/03 20:57:38+00,Illegal kill,Mortality
-81.5242803971609,26.1532811770017,1370,UCFP201,Male,1,"Northbound I75 west of FakaUnion MM92, Collier County",Vehicular trauma,2013,2013/12/02 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.7862886249398,26.5653682678738,1371,UCFP200,Male,2.5,"Treeline Ave. N of Daniels Pkwy., Lee County",Vehicular trauma,2013,2013/11/12 05:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
-81.6872517840287,26.1005056307724,1372,UCFP199,Male,4,"CR951,  Collier County",Vehicular trauma,2013,2013/09/20 04:00:00+00,2021/03/03 20:57:38+00,Vehicular trauma,Mortality
